7.000000,0.000000,0.014925,1.000000
7.0,0.014925,0.014925,1.0
7.0,0.014925,0.014925,1.0
7.0,0.0,0.014925,1.0
7.0,0.014925,0.014925,1.0
7.0,0.014925,0.014925,1.0
7.0,0.014925,0.014925,1.0
5.0,0.021277,0.021277,1.0
5.0,0.0,0.021277,1.0
6.0,0.0,0.0,1.0
6.0,0.0,0.0,1.0
6.0,0.0,0.0,1.0
6.0,0.0,0.0,1.0
6.0,0.0,0.0,1.0
6.0,0.0,0.0,1.0
8.0,0.0,0.0,1.0
5.0,0.037975,0.0,1.0
5.0,0.055046,0.0,1.0
8.0,0.036585,0.0,1.0
5.0,0.06383,0.0,1.0
5.0,0.037975,0.0,1.0
5.0,0.031915,0.0,1.0
8.0,0.076271,0.0,1.0
5.0,0.070588,0.0,1.0
5.0,0.056604,0.0,1.0
5.0,0.041096,0.0,1.0
5.0,0.068182,0.0,1.0
5.0,0.065934,0.0,1.0
5.0,0.036585,0.0,1.0
5.0,0.039474,0.0,1.0
5.0,0.052174,0.0,1.0
5.0,0.06383,0.0,1.0
5.0,0.06383,0.0,1.0
5.0,0.037975,0.0,1.0
8.0,0.076271,0.0,1.0
5.0,0.068182,0.0,1.0
5.0,0.078261,0.0,1.0
5.0,0.032967,0.0,1.0
8.0,0.035294,0.0,1.0
5.0,0.034091,0.0,1.0
8.0,0.036585,0.0,1.0
5.0,0.065934,0.0,1.0
5.0,0.059406,0.0,1.0
5.0,0.06,0.0,1.0
5.0,0.065934,0.0,1.0
5.0,0.032967,0.0,1.0
5.0,0.058252,0.0,1.0
5.0,0.034091,0.0,1.0
5.0,0.076271,0.0,1.0
5.0,0.037975,0.0,1.0
5.0,0.068182,0.0,1.0
5.0,0.065934,0.0,1.0
5.0,0.036585,0.0,1.0
8.0,0.035294,0.0,1.0
5.0,0.068182,0.0,1.0
5.0,0.065934,0.0,1.0
5.0,0.0,0.0,1.0
5.0,0.0,0.0,1.0
5.0,0.0,0.0,1.0
8.0,0.0,0.0,1.0
5.0,0.0,0.0,1.0
5.0,0.0,0.0,1.0
8.0,0.0,0.0,1.0
5.0,0.0,0.0,1.0
5.0,0.0,0.0,1.0
5.0,0.0,0.0,1.0
5.0,0.0,0.0,1.0
5.0,0.0,0.0,1.0
5.0,0.0,0.0,1.0
8.0,0.0,0.0,1.0
11.0,0.0,0.0,1.0
5.0,0.0,0.0,1.0
5.0,0.0,0.0,1.0
5.0,0.0,0.0,1.0
5.0,0.025641,0.025641,1.0
5.0,0.017857,0.017857,1.0
5.0,0.025641,0.025641,1.0
5.0,0.025641,0.025641,1.0
5.0,0.025641,0.025641,1.0
5.0,0.0,0.018868,1.0
5.0,0.018182,0.018182,1.0
5.0,0.0,0.0,1.0
5.0,0.0,0.015873,1.0
5.0,0.0,0.015873,1.0
5.0,0.015873,0.015873,1.0
5.0,0.0,0.019608,1.0
6.0,0.013158,0.013158,1.0
5.0,0.0,0.013889,1.0
4.0,0.0,0.012987,1.0
4.0,0.0,0.012987,1.0
4.0,0.012987,0.012987,1.0
4.0,0.012987,0.012987,1.0
4.0,0.0,0.012987,1.0
4.0,0.0,0.012987,1.0
4.0,0.0,0.012987,1.0
4.0,0.0,0.012987,1.0
4.0,0.0,0.012987,1.0
4.0,0.0,0.012987,1.0
4.0,0.012987,0.012987,1.0
4.0,0.0,0.012987,1.0
4.0,0.0,0.012987,1.0
4.0,0.012987,0.012987,1.0
5.0,0.02,0.02,1.0
5.0,0.0,0.02,1.0
5.0,0.012048,0.012048,1.0
5.0,0.012048,0.012048,1.0
