78.000000,3.000000,0.089744,0.064103,0.166667,0.192308,0.000000,1.000000
79.0,3.0,0.088608,0.050633,0.164557,0.189873,0.0,1.0
59.0,2.0,0.0,0.118644,0.20339,0.220339,0.0,1.0
105.0,3.0,0.0,0.066667,0.161905,0.142857,0.0,1.0
79.0,3.0,0.113924,0.063291,0.164557,0.189873,0.0,1.0
59.0,2.0,0.0,0.101695,0.20339,0.237288,0.0,1.0
79.0,3.0,0.113924,0.050633,0.164557,0.202532,0.0,1.0
57.0,2.0,0.0,0.087719,0.210526,0.157895,0.0,1.0
57.0,2.0,0.0,0.105263,0.210526,0.157895,0.0,1.0
77.0,3.0,0.103896,0.064935,0.168831,0.142857,0.0,1.0
77.0,3.0,0.116883,0.038961,0.168831,0.142857,0.0,1.0
57.0,2.0,0.0,0.070175,0.210526,0.175439,0.0,1.0
77.0,3.0,0.103896,0.038961,0.168831,0.155844,0.0,1.0
79.0,3.0,0.088608,0.063291,0.177215,0.151899,0.0,1.0
100.0,2.0,0.02,0.07,0.16,0.1,0.0,1.0
103.0,2.0,0.019417,0.048544,0.15534,0.097087,0.0,1.0
49.0,1.0,0.0,0.102041,0.244898,0.142857,0.0,1.0
57.0,2.0,0.0,0.087719,0.210526,0.175439,0.0,1.0
79.0,3.0,0.0,0.088608,0.177215,0.164557,0.0,1.0
77.0,3.0,0.103896,0.051948,0.168831,0.155844,0.0,1.0
77.0,3.0,0.090909,0.051948,0.168831,0.168831,0.0,1.0
79.0,3.0,0.0,0.075949,0.164557,0.177215,0.0,1.0
78.0,3.0,0.089744,0.064103,0.179487,0.153846,0.0,1.0
58.0,2.0,0.0,0.137931,0.224138,0.172414,0.0,1.0
78.0,3.0,0.115385,0.076923,0.179487,0.153846,0.0,1.0
56.0,2.0,0.0,0.089286,0.214286,0.178571,0.0,1.0
57.0,2.0,0.0,0.070175,0.210526,0.175439,0.0,1.0
77.0,3.0,0.103896,0.038961,0.168831,0.155844,0.0,1.0
76.0,3.0,0.118421,0.039474,0.171053,0.157895,0.0,1.0
57.0,2.0,0.0,0.070175,0.210526,0.192982,0.0,1.0
77.0,3.0,0.090909,0.064935,0.168831,0.168831,0.0,1.0
77.0,3.0,0.103896,0.038961,0.168831,0.168831,0.0,1.0
77.0,3.0,0.090909,0.038961,0.168831,0.181818,0.0,1.0
57.0,2.0,0.0,0.087719,0.210526,0.157895,0.0,1.0
77.0,3.0,0.116883,0.038961,0.168831,0.142857,0.0,1.0
56.0,2.0,0.0,0.125,0.214286,0.160714,0.0,1.0
76.0,3.0,0.118421,0.065789,0.171053,0.144737,0.0,1.0
76.0,3.0,0.118421,0.052632,0.171053,0.144737,0.0,1.0
79.0,3.0,0.113924,0.025316,0.164557,0.139241,0.0,1.0
56.0,2.0,0.0,0.089286,0.214286,0.178571,0.0,1.0
76.0,3.0,0.118421,0.039474,0.171053,0.157895,0.0,1.0
58.0,2.0,0.0,0.103448,0.224138,0.172414,0.0,1.0
78.0,3.0,0.102564,0.064103,0.179487,0.153846,0.0,1.0
56.0,2.0,0.0,0.089286,0.214286,0.196429,0.0,1.0
76.0,3.0,0.026316,0.039474,0.171053,0.171053,0.0,1.0
74.0,3.0,0.0,0.040541,0.175676,0.148649,0.0,1.0
77.0,3.0,0.0,0.051948,0.181818,0.181818,0.0,1.0
78.0,3.0,0.0,0.064103,0.166667,0.179487,0.0,1.0
53.0,1.0,0.0,0.09434,0.207547,0.207547,0.0,1.0
77.0,2.0,0.116883,0.025974,0.155844,0.168831,0.0,1.0
73.0,2.0,0.027397,0.068493,0.150685,0.164384,0.0,1.0
49.0,1.0,0.0,0.102041,0.204082,0.142857,0.0,1.0
73.0,2.0,0.027397,0.041096,0.150685,0.178082,0.0,1.0
56.0,1.0,0.0,0.089286,0.214286,0.196429,0.0,1.0
79.0,2.0,0.113924,0.025316,0.164557,0.164557,0.0,1.0
71.0,2.0,0.028169,0.056338,0.169014,0.126761,0.0,1.0
97.0,2.0,0.020619,0.051546,0.154639,0.092784,0.0,1.0
79.0,3.0,0.025316,0.025316,0.151899,0.151899,0.0,1.0
73.0,2.0,0.027397,0.027397,0.150685,0.123288,0.0,1.0
76.0,2.0,0.118421,0.026316,0.157895,0.131579,0.0,1.0
100.0,2.0,0.02,0.03,0.15,0.09,0.0,1.0
53.0,1.0,0.0,0.09434,0.207547,0.169811,0.0,1.0
53.0,1.0,0.0,0.09434,0.188679,0.169811,0.0,1.0
73.0,2.0,0.027397,0.041096,0.150685,0.150685,0.0,1.0
52.0,1.0,0.0,0.134615,0.192308,0.153846,0.0,1.0
99.0,2.0,0.020202,0.060606,0.151515,0.10101,0.0,1.0
72.0,2.0,0.0,0.069444,0.152778,0.152778,0.0,1.0
73.0,2.0,0.027397,0.054795,0.164384,0.150685,0.0,1.0
81.0,3.0,0.024691,0.024691,0.148148,0.160494,0.0,1.0
75.0,2.0,0.12,0.026667,0.146667,0.133333,0.0,1.0
53.0,1.0,0.0,0.09434,0.188679,0.188679,0.0,1.0
73.0,2.0,0.027397,0.041096,0.150685,0.164384,0.0,1.0
52.0,1.0,0.0,0.096154,0.192308,0.173077,0.0,1.0
