12.000000,1.000000,0.250000,0.416667,0.166667,0.166667.1,0.000000,1.000000.1
67.0,1.0,0.298507,0.238806,0.014925,0.238806,0.0,1.0
70.0,1.0,0.285714,0.257143,0.014286,0.242857,0.0,1.0
76.0,1.0,0.276316,0.289474,0.026316,0.25,0.0,1.0
73.0,1.0,0.287671,0.273973,0.027397,0.246575,0.0,1.0
79.0,1.0,0.265823,0.303797,0.025316,0.253165,0.0,1.0
76.0,1.0,0.276316,0.289474,0.026316,0.25,0.0,1.0
79.0,1.0,0.265823,0.303797,0.025316,0.253165,0.0,1.0
164.0,0.0,0.378049,0.317073,0.018293,0.20122,0.0,1.0
161.0,0.0,0.385093,0.310559,0.018634,0.198758,0.0,1.0
167.0,0.0,0.371257,0.323353,0.017964,0.203593,0.0,1.0
164.0,0.0,0.378049,0.317073,0.018293,0.20122,0.0,1.0
167.0,0.0,0.371257,0.323353,0.017964,0.203593,0.0,1.0
82.0,3.0,0.219512,0.390244,0.04878,0.219512,0.0,1.0
56.0,2.0,0.25,0.267857,0.035714,0.232143,0.0,1.0
94.0,3.0,0.212766,0.340426,0.042553,0.234043,0.0,1.0
88.0,3.0,0.25,0.318182,0.045455,0.227273,0.0,1.0
86.0,3.0,0.209302,0.372093,0.046512,0.255814,0.0,1.0
65.0,2.0,0.261538,0.261538,0.046154,0.246154,0.0,1.0
121.0,3.0,0.256198,0.421488,0.057851,0.198347,0.0,1.0
95.0,2.0,0.284211,0.357895,0.052632,0.2,0.0,1.0
133.0,3.0,0.293233,0.383459,0.052632,0.210526,0.0,1.0
127.0,3.0,0.291339,0.370079,0.055118,0.204724,0.0,1.0
125.0,3.0,0.248,0.408,0.056,0.224,0.0,1.0
104.0,2.0,0.278846,0.346154,0.057692,0.211538,0.0,1.0
97.0,2.0,0.247423,0.391753,0.051546,0.216495,0.0,1.0
71.0,1.0,0.28169,0.295775,0.042254,0.225352,0.0,1.0
109.0,2.0,0.275229,0.348624,0.045872,0.229358,0.0,1.0
103.0,2.0,0.23301,0.330097,0.048544,0.223301,0.0,1.0
101.0,2.0,0.237624,0.376238,0.049505,0.247525,0.0,1.0
80.0,1.0,0.3,0.2875,0.05,0.2375,0.0,1.0
175.0,2.0,0.314286,0.394286,0.022857,0.194286,0.0,1.0
149.0,1.0,0.342282,0.348993,0.013423,0.194631,0.0,1.0
187.0,2.0,0.304813,0.368984,0.02139,0.203209,0.0,1.0
181.0,2.0,0.314917,0.359116,0.022099,0.198895,0.0,1.0
179.0,2.0,0.307263,0.385475,0.022346,0.212291,0.0,1.0
158.0,1.0,0.329114,0.341772,0.018987,0.202532,0.0,1.0
64.0,2.0,0.25,0.265625,0.0625,0.25,0.0,1.0
61.0,2.0,0.245902,0.245902,0.065574,0.245902,0.0,1.0
64.0,2.0,0.25,0.28125,0.0625,0.234375,0.0,1.0
74.0,1.0,0.351351,0.216216,0.067568,0.216216,0.0,1.0
81.0,1.0,0.382716,0.209877,0.061728,0.209877,0.0,1.0
88.0,1.0,0.409091,0.204545,0.056818,0.204545,0.0,1.0
95.0,1.0,0.431579,0.2,0.052632,0.2,0.0,1.0
102.0,1.0,0.45098,0.196078,0.04902,0.196078,0.0,1.0
109.0,1.0,0.477064,0.192661,0.045872,0.192661,0.0,1.0
116.0,1.0,0.482759,0.189655,0.043103,0.189655,0.0,1.0
123.0,1.0,0.495935,0.186992,0.04065,0.186992,0.0,1.0
130.0,1.0,0.515385,0.184615,0.038462,0.184615,0.0,1.0
137.0,1.0,0.510949,0.182482,0.036496,0.182482,0.0,1.0
32.0,0.0,0.1875,0.3125,0.0,0.28125,0.0,1.0
59.0,0.0,0.135593,0.305085,0.0,0.271186,0.0,1.0
62.0,0.0,0.274194,0.225806,0.0,0.225806,0.0,1.0
81.0,2.0,0.17284,0.444444,0.049383,0.209877,0.0,1.0
81.0,2.0,0.17284,0.444444,0.049383,0.209877,0.0,1.0
81.0,2.0,0.17284,0.444444,0.049383,0.209877,0.0,1.0
55.0,1.0,0.181818,0.345455,0.036364,0.218182,0.0,1.0
55.0,1.0,0.181818,0.345455,0.036364,0.218182,0.0,1.0
55.0,1.0,0.181818,0.345455,0.036364,0.218182,0.0,1.0
93.0,2.0,0.215054,0.387097,0.043011,0.225806,0.0,1.0
93.0,2.0,0.193548,0.387097,0.043011,0.225806,0.0,1.0
93.0,2.0,0.236559,0.387097,0.043011,0.225806,0.0,1.0
87.0,2.0,0.229885,0.367816,0.045977,0.218391,0.0,1.0
87.0,2.0,0.183908,0.367816,0.045977,0.218391,0.0,1.0
87.0,2.0,0.229885,0.367816,0.045977,0.218391,0.0,1.0
85.0,2.0,0.164706,0.423529,0.047059,0.247059,0.0,1.0
85.0,2.0,0.164706,0.423529,0.047059,0.247059,0.0,1.0
85.0,2.0,0.164706,0.423529,0.047059,0.247059,0.0,1.0
64.0,1.0,0.1875,0.328125,0.046875,0.234375,0.0,1.0
64.0,1.0,0.171875,0.328125,0.046875,0.234375,0.0,1.0
64.0,1.0,0.203125,0.328125,0.046875,0.234375,0.0,1.0
172.0,1.0,0.389535,0.383721,0.063953,0.174419,0.0,1.0
172.0,1.0,0.389535,0.383721,0.063953,0.174419,0.0,1.0
172.0,1.0,0.389535,0.383721,0.063953,0.174419,0.0,1.0
299.0,5.0,0.337793,0.414716,0.043478,0.170569,0.0,1.0
273.0,4.0,0.355311,0.391941,0.040293,0.168498,0.0,1.0
311.0,5.0,0.337621,0.398714,0.041801,0.176849,0.0,1.0
305.0,5.0,0.337705,0.393443,0.042623,0.17377,0.0,1.0
303.0,5.0,0.333333,0.409241,0.042904,0.181518,0.0,1.0
282.0,4.0,0.351064,0.386525,0.042553,0.173759,0.0,1.0
383.0,2.0,0.274151,0.464752,0.036554,0.214099,0.0,1.0
357.0,1.0,0.282913,0.45098,0.033613,0.215686,0.0,1.0
395.0,2.0,0.275949,0.450633,0.035443,0.217722,0.0,1.0
389.0,2.0,0.285347,0.447301,0.03599,0.215938,0.0,1.0
387.0,2.0,0.271318,0.459948,0.036176,0.222222,0.0,1.0
366.0,1.0,0.281421,0.445355,0.035519,0.218579,0.0,1.0
364.0,2.0,0.288462,0.475275,0.041209,0.197802,0.0,1.0
338.0,1.0,0.298817,0.461538,0.038462,0.198225,0.0,1.0
376.0,2.0,0.289894,0.460106,0.039894,0.202128,0.0,1.0
370.0,2.0,0.294595,0.456757,0.040541,0.2,0.0,1.0
368.0,2.0,0.285326,0.470109,0.040761,0.206522,0.0,1.0
347.0,1.0,0.293948,0.455331,0.040346,0.201729,0.0,1.0
454.0,2.0,0.299559,0.453744,0.037445,0.209251,0.0,1.0
428.0,1.0,0.308411,0.441589,0.035047,0.21028,0.0,1.0
466.0,2.0,0.304721,0.44206,0.036481,0.212446,0.0,1.0
460.0,2.0,0.304348,0.43913,0.036957,0.21087,0.0,1.0
458.0,2.0,0.296943,0.449782,0.037118,0.216157,0.0,1.0
437.0,1.0,0.304348,0.437071,0.036613,0.212815,0.0,1.0
257.0,3.0,0.365759,0.400778,0.035019,0.171206,0.0,1.0
130.0,0.0,0.238462,0.484615,0.015385,0.192308,0.0,1.0
324.0,0.0,0.277778,0.462963,0.027778,0.225309,0.0,1.0
304.0,0.0,0.315789,0.460526,0.029605,0.200658,0.0,1.0
67.0,1.0,0.298507,0.238806,0.014925,0.238806,0.0,1.0
64.0,1.0,0.3125,0.21875,0.015625,0.234375,0.0,1.0
70.0,1.0,0.285714,0.257143,0.014286,0.242857,0.0,1.0
67.0,1.0,0.298507,0.238806,0.014925,0.238806,0.0,1.0
70.0,1.0,0.285714,0.257143,0.014286,0.242857,0.0,1.0
76.0,1.0,0.276316,0.289474,0.026316,0.25,0.0,1.0
73.0,1.0,0.287671,0.273973,0.027397,0.246575,0.0,1.0
79.0,1.0,0.265823,0.303797,0.025316,0.253165,0.0,1.0
76.0,1.0,0.276316,0.289474,0.026316,0.25,0.0,1.0
79.0,1.0,0.265823,0.303797,0.025316,0.253165,0.0,1.0
164.0,0.0,0.378049,0.317073,0.018293,0.20122,0.0,1.0
161.0,0.0,0.385093,0.310559,0.018634,0.198758,0.0,1.0
167.0,0.0,0.371257,0.323353,0.017964,0.203593,0.0,1.0
164.0,0.0,0.378049,0.317073,0.018293,0.20122,0.0,1.0
167.0,0.0,0.371257,0.323353,0.017964,0.203593,0.0,1.0
82.0,3.0,0.219512,0.390244,0.04878,0.219512,0.0,1.0
56.0,2.0,0.25,0.267857,0.035714,0.232143,0.0,1.0
94.0,3.0,0.234043,0.340426,0.042553,0.234043,0.0,1.0
88.0,3.0,0.204545,0.318182,0.045455,0.227273,0.0,1.0
86.0,3.0,0.209302,0.372093,0.046512,0.255814,0.0,1.0
65.0,2.0,0.246154,0.261538,0.046154,0.246154,0.0,1.0
121.0,3.0,0.256198,0.421488,0.057851,0.198347,0.0,1.0
95.0,2.0,0.284211,0.357895,0.052632,0.2,0.0,1.0
133.0,3.0,0.263158,0.383459,0.052632,0.210526,0.0,1.0
127.0,3.0,0.259843,0.370079,0.055118,0.204724,0.0,1.0
125.0,3.0,0.248,0.408,0.056,0.224,0.0,1.0
104.0,2.0,0.298077,0.346154,0.057692,0.211538,0.0,1.0
97.0,2.0,0.247423,0.391753,0.051546,0.216495,0.0,1.0
71.0,1.0,0.28169,0.295775,0.042254,0.225352,0.0,1.0
109.0,2.0,0.275229,0.348624,0.045872,0.229358,0.0,1.0
103.0,2.0,0.271845,0.330097,0.048544,0.223301,0.0,1.0
101.0,2.0,0.237624,0.376238,0.049505,0.247525,0.0,1.0
80.0,1.0,0.25,0.2875,0.05,0.2375,0.0,1.0
175.0,2.0,0.314286,0.394286,0.022857,0.194286,0.0,1.0
149.0,1.0,0.342282,0.348993,0.013423,0.194631,0.0,1.0
187.0,2.0,0.336898,0.368984,0.02139,0.203209,0.0,1.0
181.0,4.0,0.325967,0.359116,0.022099,0.198895,0.0,1.0
179.0,2.0,0.307263,0.385475,0.022346,0.212291,0.0,1.0
158.0,1.0,0.341772,0.341772,0.018987,0.202532,0.0,1.0
64.0,2.0,0.25,0.265625,0.0625,0.25,0.0,1.0
67.0,2.0,0.238806,0.298507,0.059701,0.238806,0.0,1.0
77.0,1.0,0.337662,0.233766,0.064935,0.220779,0.0,1.0
84.0,1.0,0.357143,0.22619,0.059524,0.214286,0.0,1.0
91.0,1.0,0.395604,0.21978,0.054945,0.208791,0.0,1.0
98.0,1.0,0.428571,0.214286,0.05102,0.204082,0.0,1.0
105.0,1.0,0.438095,0.209524,0.047619,0.2,0.0,1.0
112.0,1.0,0.455357,0.205357,0.044643,0.196429,0.0,1.0
119.0,1.0,0.462185,0.201681,0.042017,0.193277,0.0,1.0
126.0,1.0,0.47619,0.198413,0.039683,0.190476,0.0,1.0
133.0,1.0,0.481203,0.195489,0.037594,0.18797,0.0,1.0
140.0,1.0,0.507143,0.192857,0.035714,0.185714,0.0,1.0
61.0,2.0,0.245902,0.245902,0.065574,0.245902,0.0,1.0
64.0,2.0,0.25,0.28125,0.0625,0.234375,0.0,1.0
74.0,1.0,0.364865,0.216216,0.067568,0.216216,0.0,1.0
81.0,1.0,0.395062,0.209877,0.061728,0.209877,0.0,1.0
88.0,1.0,0.409091,0.204545,0.056818,0.204545,0.0,1.0
95.0,1.0,0.431579,0.2,0.052632,0.2,0.0,1.0
102.0,1.0,0.460784,0.196078,0.04902,0.196078,0.0,1.0
109.0,1.0,0.46789,0.192661,0.045872,0.192661,0.0,1.0
116.0,1.0,0.491379,0.189655,0.043103,0.189655,0.0,1.0
123.0,1.0,0.504065,0.186992,0.04065,0.186992,0.0,1.0
130.0,1.0,0.515385,0.184615,0.038462,0.184615,0.0,1.0
137.0,1.0,0.510949,0.182482,0.036496,0.182482,0.0,1.0
67.0,2.0,0.238806,0.283582,0.059701,0.253731,0.0,1.0
70.0,2.0,0.214286,0.314286,0.057143,0.242857,0.0,1.0
80.0,1.0,0.3375,0.25,0.0625,0.225,0.0,1.0
87.0,1.0,0.344828,0.241379,0.057471,0.218391,0.0,1.0
94.0,1.0,0.382979,0.234043,0.053191,0.212766,0.0,1.0
101.0,1.0,0.415842,0.227723,0.049505,0.207921,0.0,1.0
108.0,1.0,0.416667,0.222222,0.046296,0.203704,0.0,1.0
115.0,1.0,0.434783,0.217391,0.043478,0.2,0.0,1.0
122.0,1.0,0.459016,0.213115,0.040984,0.196721,0.0,1.0
129.0,1.0,0.472868,0.209302,0.03876,0.193798,0.0,1.0
136.0,1.0,0.492647,0.205882,0.036765,0.191176,0.0,1.0
143.0,1.0,0.496503,0.202797,0.034965,0.188811,0.0,1.0
64.0,2.0,0.234375,0.265625,0.0625,0.25,0.0,1.0
67.0,2.0,0.238806,0.298507,0.059701,0.238806,0.0,1.0
77.0,1.0,0.350649,0.233766,0.064935,0.220779,0.0,1.0
84.0,1.0,0.380952,0.22619,0.059524,0.214286,0.0,1.0
91.0,1.0,0.395604,0.21978,0.054945,0.208791,0.0,1.0
98.0,1.0,0.408163,0.214286,0.05102,0.204082,0.0,1.0
105.0,1.0,0.419048,0.209524,0.047619,0.2,0.0,1.0
112.0,1.0,0.455357,0.205357,0.044643,0.196429,0.0,1.0
119.0,1.0,0.462185,0.201681,0.042017,0.193277,0.0,1.0
126.0,1.0,0.492063,0.198413,0.039683,0.190476,0.0,1.0
133.0,1.0,0.496241,0.195489,0.037594,0.18797,0.0,1.0
140.0,1.0,0.492857,0.192857,0.035714,0.185714,0.0,1.0
67.0,2.0,0.238806,0.283582,0.059701,0.253731,0.0,1.0
70.0,2.0,0.214286,0.314286,0.057143,0.242857,0.0,1.0
80.0,2.0,0.3375,0.25,0.0625,0.225,0.0,1.0
87.0,1.0,0.367816,0.241379,0.057471,0.218391,0.0,1.0
94.0,1.0,0.382979,0.234043,0.053191,0.212766,0.0,1.0
101.0,1.0,0.39604,0.227723,0.049505,0.207921,0.0,1.0
108.0,1.0,0.407407,0.222222,0.046296,0.203704,0.0,1.0
115.0,1.0,0.443478,0.217391,0.043478,0.2,0.0,1.0
122.0,1.0,0.467213,0.213115,0.040984,0.196721,0.0,1.0
129.0,1.0,0.48062,0.209302,0.03876,0.193798,0.0,1.0
136.0,1.0,0.492647,0.205882,0.036765,0.191176,0.0,1.0
143.0,1.0,0.496503,0.202797,0.034965,0.188811,0.0,1.0
61.0,2.0,0.245902,0.245902,0.065574,0.245902,0.0,1.0
64.0,2.0,0.21875,0.28125,0.0625,0.234375,0.0,1.0
74.0,1.0,0.351351,0.216216,0.067568,0.216216,0.0,1.0
81.0,1.0,0.382716,0.209877,0.061728,0.209877,0.0,1.0
88.0,1.0,0.397727,0.204545,0.056818,0.204545,0.0,1.0
95.0,1.0,0.431579,0.2,0.052632,0.2,0.0,1.0
102.0,1.0,0.470588,0.196078,0.04902,0.196078,0.0,1.0
109.0,1.0,0.46789,0.192661,0.045872,0.192661,0.0,1.0
116.0,1.0,0.491379,0.189655,0.043103,0.189655,0.0,1.0
123.0,1.0,0.495935,0.186992,0.04065,0.186992,0.0,1.0
130.0,1.0,0.507692,0.184615,0.038462,0.184615,0.0,1.0
137.0,1.0,0.525547,0.182482,0.036496,0.182482,0.0,1.0
66.0,2.0,0.121212,0.545455,0.060606,0.166667,0.0,1.0
66.0,2.0,0.121212,0.545455,0.060606,0.166667,0.0,1.0
40.0,1.0,0.1,0.475,0.05,0.15,0.0,1.0
40.0,1.0,0.1,0.475,0.05,0.15,0.0,1.0
78.0,2.0,0.153846,0.461538,0.051282,0.192308,0.0,1.0
78.0,2.0,0.205128,0.461538,0.051282,0.192308,0.0,1.0
72.0,2.0,0.138889,0.444444,0.055556,0.180556,0.0,1.0
72.0,2.0,0.166667,0.444444,0.055556,0.180556,0.0,1.0
70.0,2.0,0.114286,0.514286,0.057143,0.214286,0.0,1.0
70.0,2.0,0.114286,0.514286,0.057143,0.214286,0.0,1.0
49.0,1.0,0.122449,0.428571,0.061224,0.183673,0.0,1.0
49.0,1.0,0.102041,0.428571,0.061224,0.183673,0.0,1.0
158.0,1.0,0.386076,0.398734,0.06962,0.151899,0.0,1.0
158.0,1.0,0.386076,0.398734,0.06962,0.151899,0.0,1.0
284.0,5.0,0.334507,0.43662,0.045775,0.158451,0.0,1.0
258.0,4.0,0.352713,0.414729,0.042636,0.155039,0.0,1.0
296.0,5.0,0.327703,0.418919,0.043919,0.165541,0.0,1.0
290.0,5.0,0.348276,0.413793,0.044828,0.162069,0.0,1.0
288.0,5.0,0.329861,0.430556,0.045139,0.170139,0.0,1.0
267.0,4.0,0.344569,0.40824,0.044944,0.161049,0.0,1.0
368.0,2.0,0.269022,0.483696,0.038043,0.206522,0.0,1.0
342.0,1.0,0.277778,0.47076,0.035088,0.207602,0.0,1.0
380.0,2.0,0.260526,0.468421,0.036842,0.210526,0.0,1.0
374.0,2.0,0.264706,0.465241,0.037433,0.208556,0.0,1.0
372.0,2.0,0.266129,0.478495,0.037634,0.215054,0.0,1.0
351.0,1.0,0.273504,0.464387,0.037037,0.210826,0.0,1.0
349.0,2.0,0.283668,0.495702,0.04298,0.189112,0.0,1.0
323.0,1.0,0.294118,0.482972,0.040248,0.188854,0.0,1.0
361.0,2.0,0.279778,0.479224,0.041551,0.193906,0.0,1.0
355.0,2.0,0.290141,0.476056,0.042254,0.191549,0.0,1.0
353.0,2.0,0.280453,0.490085,0.042493,0.1983,0.0,1.0
332.0,1.0,0.295181,0.475904,0.042169,0.192771,0.0,1.0
439.0,2.0,0.296128,0.469248,0.038724,0.202733,0.0,1.0
413.0,1.0,0.305085,0.457627,0.03632,0.20339,0.0,1.0
451.0,2.0,0.297118,0.456763,0.037694,0.206208,0.0,1.0
445.0,2.0,0.296629,0.453933,0.038202,0.204494,0.0,1.0
443.0,2.0,0.293454,0.465011,0.038375,0.209932,0.0,1.0
422.0,1.0,0.305687,0.452607,0.037915,0.206161,0.0,1.0
243.0,3.0,0.36214,0.411523,0.037037,0.156379,0.0,1.0
116.0,0.0,0.215517,0.517241,0.017241,0.163793,0.0,1.0
310.0,0.0,0.270968,0.474194,0.029032,0.216129,0.0,1.0
290.0,0.0,0.310345,0.472414,0.031034,0.189655,0.0,1.0
52.0,1.0,0.269231,0.307692,0.019231,0.192308,0.0,1.0
49.0,1.0,0.285714,0.285714,0.020408,0.183673,0.0,1.0
55.0,1.0,0.254545,0.327273,0.018182,0.2,0.0,1.0
52.0,1.0,0.269231,0.307692,0.019231,0.192308,0.0,1.0
55.0,1.0,0.254545,0.327273,0.018182,0.2,0.0,1.0
61.0,1.0,0.245902,0.360656,0.032787,0.213115,0.0,1.0
58.0,1.0,0.258621,0.344828,0.034483,0.206897,0.0,1.0
64.0,1.0,0.234375,0.375,0.03125,0.21875,0.0,1.0
61.0,1.0,0.245902,0.360656,0.032787,0.213115,0.0,1.0
64.0,1.0,0.234375,0.375,0.03125,0.21875,0.0,1.0
149.0,0.0,0.375839,0.348993,0.020134,0.181208,0.0,1.0
146.0,0.0,0.383562,0.342466,0.020548,0.178082,0.0,1.0
152.0,0.0,0.368421,0.355263,0.019737,0.184211,0.0,1.0
149.0,0.0,0.375839,0.348993,0.020134,0.181208,0.0,1.0
152.0,0.0,0.368421,0.355263,0.019737,0.184211,0.0,1.0
67.0,3.0,0.179104,0.477612,0.059701,0.179104,0.0,1.0
41.0,2.0,0.195122,0.365854,0.04878,0.170732,0.0,1.0
79.0,3.0,0.202532,0.405063,0.050633,0.202532,0.0,1.0
73.0,3.0,0.191781,0.383562,0.054795,0.191781,0.0,1.0
71.0,3.0,0.169014,0.450704,0.056338,0.225352,0.0,1.0
50.0,2.0,0.2,0.34,0.06,0.2,0.0,1.0
106.0,3.0,0.235849,0.481132,0.066038,0.169811,0.0,1.0
80.0,2.0,0.2625,0.425,0.0625,0.1625,0.0,1.0
118.0,3.0,0.245763,0.432203,0.059322,0.186441,0.0,1.0
112.0,3.0,0.258929,0.419643,0.0625,0.178571,0.0,1.0
110.0,3.0,0.227273,0.463636,0.063636,0.2,0.0,1.0
89.0,2.0,0.235955,0.404494,0.067416,0.179775,0.0,1.0
82.0,2.0,0.219512,0.463415,0.060976,0.182927,0.0,1.0
56.0,1.0,0.25,0.375,0.053571,0.178571,0.0,1.0
94.0,2.0,0.276596,0.404255,0.053191,0.202128,0.0,1.0
88.0,2.0,0.295455,0.386364,0.056818,0.193182,0.0,1.0
86.0,2.0,0.209302,0.44186,0.05814,0.22093,0.0,1.0
65.0,1.0,0.246154,0.353846,0.061538,0.2,0.0,1.0
159.0,2.0,0.308176,0.427673,0.025157,0.176101,0.0,1.0
133.0,1.0,0.338346,0.383459,0.015038,0.172932,0.0,1.0
171.0,2.0,0.321637,0.397661,0.023392,0.187135,0.0,1.0
165.0,2.0,0.321212,0.387879,0.024242,0.181818,0.0,1.0
163.0,2.0,0.300613,0.417178,0.02454,0.196319,0.0,1.0
142.0,1.0,0.330986,0.373239,0.021127,0.183099,0.0,1.0
49.0,2.0,0.204082,0.346939,0.081633,0.204082,0.0,1.0
62.0,1.0,0.33871,0.290323,0.080645,0.177419,0.0,1.0
69.0,1.0,0.391304,0.275362,0.072464,0.173913,0.0,1.0
76.0,1.0,0.394737,0.263158,0.065789,0.171053,0.0,1.0
83.0,1.0,0.421687,0.253012,0.060241,0.168675,0.0,1.0
90.0,1.0,0.444444,0.244444,0.055556,0.166667,0.0,1.0
97.0,1.0,0.484536,0.237113,0.051546,0.164948,0.0,1.0
104.0,1.0,0.490385,0.230769,0.048077,0.163462,0.0,1.0
111.0,1.0,0.495495,0.225225,0.045045,0.162162,0.0,1.0
118.0,1.0,0.516949,0.220339,0.042373,0.161017,0.0,1.0
125.0,1.0,0.52,0.216,0.04,0.16,0.0,1.0
46.0,2.0,0.195652,0.326087,0.086957,0.195652,0.0,1.0
59.0,1.0,0.322034,0.271186,0.084746,0.169492,0.0,1.0
66.0,1.0,0.393939,0.257576,0.075758,0.166667,0.0,1.0
73.0,1.0,0.424658,0.246575,0.068493,0.164384,0.0,1.0
80.0,1.0,0.4375,0.2375,0.0625,0.1625,0.0,1.0
87.0,1.0,0.471264,0.229885,0.057471,0.16092,0.0,1.0
94.0,1.0,0.478723,0.223404,0.053191,0.159574,0.0,1.0
101.0,1.0,0.49505,0.217822,0.049505,0.158416,0.0,1.0
108.0,1.0,0.5,0.212963,0.046296,0.157407,0.0,1.0
115.0,1.0,0.521739,0.208696,0.043478,0.156522,0.0,1.0
122.0,1.0,0.540984,0.204918,0.040984,0.155738,0.0,1.0
52.0,2.0,0.192308,0.365385,0.076923,0.211538,0.0,1.0
65.0,1.0,0.307692,0.307692,0.076923,0.184615,0.0,1.0
72.0,1.0,0.333333,0.291667,0.069444,0.180556,0.0,1.0
79.0,1.0,0.405063,0.278481,0.063291,0.177215,0.0,1.0
86.0,1.0,0.406977,0.267442,0.05814,0.174419,0.0,1.0
93.0,1.0,0.419355,0.258065,0.053763,0.172043,0.0,1.0
100.0,1.0,0.46,0.25,0.05,0.17,0.0,1.0
107.0,1.0,0.46729,0.242991,0.046729,0.168224,0.0,1.0
114.0,1.0,0.473684,0.236842,0.04386,0.166667,0.0,1.0
121.0,1.0,0.495868,0.231405,0.041322,0.165289,0.0,1.0
128.0,1.0,0.507812,0.226562,0.039062,0.164062,0.0,1.0
49.0,2.0,0.204082,0.346939,0.081633,0.204082,0.0,1.0
62.0,1.0,0.322581,0.290323,0.080645,0.177419,0.0,1.0
69.0,1.0,0.347826,0.275362,0.072464,0.173913,0.0,1.0
76.0,1.0,0.394737,0.263158,0.065789,0.171053,0.0,1.0
83.0,1.0,0.409639,0.253012,0.060241,0.168675,0.0,1.0
90.0,1.0,0.433333,0.244444,0.055556,0.166667,0.0,1.0
97.0,1.0,0.484536,0.237113,0.051546,0.164948,0.0,1.0
104.0,1.0,0.471154,0.230769,0.048077,0.163462,0.0,1.0
111.0,1.0,0.504505,0.225225,0.045045,0.162162,0.0,1.0
118.0,1.0,0.508475,0.220339,0.042373,0.161017,0.0,1.0
125.0,1.0,0.528,0.216,0.04,0.16,0.0,1.0
52.0,2.0,0.134615,0.365385,0.076923,0.211538,0.0,1.0
65.0,1.0,0.307692,0.307692,0.076923,0.184615,0.0,1.0
72.0,1.0,0.347222,0.291667,0.069444,0.180556,0.0,1.0
79.0,1.0,0.367089,0.278481,0.063291,0.177215,0.0,1.0
86.0,1.0,0.406977,0.267442,0.05814,0.174419,0.0,1.0
93.0,1.0,0.419355,0.258065,0.053763,0.172043,0.0,1.0
100.0,1.0,0.45,0.25,0.05,0.17,0.0,1.0
107.0,1.0,0.476636,0.242991,0.046729,0.168224,0.0,1.0
114.0,1.0,0.482456,0.236842,0.04386,0.166667,0.0,1.0
121.0,1.0,0.504132,0.231405,0.041322,0.165289,0.0,1.0
128.0,1.0,0.507812,0.226562,0.039062,0.164062,0.0,1.0
46.0,2.0,0.173913,0.326087,0.086957,0.195652,0.0,1.0
59.0,1.0,0.355932,0.271186,0.084746,0.169492,0.0,1.0
66.0,1.0,0.348485,0.257576,0.075758,0.166667,0.0,1.0
73.0,1.0,0.438356,0.246575,0.068493,0.164384,0.0,1.0
80.0,1.0,0.4375,0.2375,0.0625,0.1625,0.0,1.0
87.0,1.0,0.471264,0.229885,0.057471,0.16092,0.0,1.0
94.0,1.0,0.489362,0.223404,0.053191,0.159574,0.0,1.0
101.0,1.0,0.50495,0.217822,0.049505,0.158416,0.0,1.0
108.0,1.0,0.509259,0.212963,0.046296,0.157407,0.0,1.0
115.0,1.0,0.513043,0.208696,0.043478,0.156522,0.0,1.0
122.0,1.0,0.52459,0.204918,0.040984,0.155738,0.0,1.0
21.0,0.0,0.0,0.333333,0.0,0.142857,0.0,1.0
21.0,0.0,0.0,0.333333,0.0,0.142857,0.0,1.0
46.0,0.0,0.043478,0.434783,0.0,0.23913,0.0,1.0
47.0,0.0,0.148936,0.297872,0.0,0.170213,0.0,1.0
66.0,2.0,0.121212,0.545455,0.060606,0.166667,0.0,1.0
66.0,2.0,0.121212,0.545455,0.060606,0.166667,0.0,1.0
40.0,1.0,0.1,0.475,0.05,0.15,0.0,1.0
40.0,1.0,0.1,0.475,0.05,0.15,0.0,1.0
49.0,1.0,0.122449,0.428571,0.061224,0.183673,0.0,1.0
49.0,1.0,0.102041,0.428571,0.061224,0.183673,0.0,1.0
78.0,2.0,0.128205,0.461538,0.051282,0.192308,0.0,1.0
78.0,2.0,0.128205,0.461538,0.051282,0.192308,0.0,1.0
72.0,2.0,0.166667,0.444444,0.055556,0.180556,0.0,1.0
72.0,2.0,0.194444,0.444444,0.055556,0.180556,0.0,1.0
70.0,2.0,0.114286,0.514286,0.057143,0.214286,0.0,1.0
70.0,2.0,0.114286,0.514286,0.057143,0.214286,0.0,1.0
161.0,1.0,0.378882,0.391304,0.068323,0.149068,0.0,1.0
161.0,1.0,0.378882,0.391304,0.068323,0.149068,0.0,1.0
284.0,5.0,0.334507,0.43662,0.045775,0.158451,0.0,1.0
258.0,4.0,0.352713,0.414729,0.042636,0.155039,0.0,1.0
267.0,4.0,0.35206,0.40824,0.044944,0.161049,0.0,1.0
296.0,5.0,0.334459,0.418919,0.043919,0.165541,0.0,1.0
290.0,5.0,0.334483,0.413793,0.044828,0.162069,0.0,1.0
288.0,5.0,0.329861,0.430556,0.045139,0.170139,0.0,1.0
368.0,2.0,0.269022,0.483696,0.038043,0.206522,0.0,1.0
342.0,1.0,0.277778,0.47076,0.035088,0.207602,0.0,1.0
351.0,1.0,0.276353,0.464387,0.037037,0.210826,0.0,1.0
380.0,2.0,0.265789,0.468421,0.036842,0.210526,0.0,1.0
374.0,2.0,0.270053,0.465241,0.037433,0.208556,0.0,1.0
372.0,2.0,0.266129,0.478495,0.037634,0.215054,0.0,1.0
349.0,2.0,0.283668,0.495702,0.04298,0.189112,0.0,1.0
